순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
1776,097800,윈팩,"1,665","-15","-0.9","356,179","593,308,080","1,710","1,710","1,645","56,761,877,970","0.00","34,091,218",,,
1777,080470,성창오토텍,"7,760","-160","-2.0","43,551","339,474,310","7,840","7,900","7,730","56,648,000,000","0.00","7,300,000",,,
1778,263800,데이타솔루션,"3,585","-40","-1.1","39,209","140,606,730","3,585","3,675","3,545","56,351,109,300","0.00","15,718,580",,,
1779,195440,퓨전데이타,"6,700","120","1.8","18,587","123,613,440","6,540","6,710","6,540","56,335,275,000","0.00","8,408,250",,,
1780,006890,태경화학,"4,855","0","0.0","9,354","45,795,035","4,860","4,960","4,855","56,318,000,000","0.00","11,600,000",,,
1781,002220,한일철강,"27,500","-300","-1.1","36,305","1,003,123,200","27,400","28,850","27,050","56,100,000,000","0.00","2,040,000",,,
1782,054040,한국컴퓨터,"3,490","-30","-0.8","38,170","133,425,300","3,520","3,525","3,485","56,088,802,100","0.00","16,071,290",,,
1783,033430,디에스티,"5,760","0","0.0","71,457","408,996,080","5,710","5,810","5,680","56,072,194,560","0.00","9,734,756",,,
1784,019180,티에이치엔,"3,095","395","14.6","1,765,630","5,313,512,715","2,765","3,195","2,700","55,710,000,000","0.00","18,000,000",,,
1785,136510,쎄미시스코,"10,300","-150","-1.4","15,707","161,638,100","10,400","10,650","10,150","55,620,000,000","0.00","5,400,000",,,
1786,191410,육일씨엔에쓰,"5,990","240","4.2","34,974","204,546,730","5,800","5,990","5,700","55,468,358,400","0.00","9,260,160",,,
1787,900110,이스트아시아홀딩스,"507","2","0.4","305,995","155,833,891","501","516","501","55,263,347,802","0.00","109,000,686",,,
1788,263540,샘코,"6,950","-40","-0.6","44,703","308,109,140","6,930","7,000","6,790","55,159,932,950","0.00","7,936,681",,,
1789,046310,백금T&A,"3,850","250","6.9","1,996,866","7,565,954,095","3,605","3,900","3,555","55,107,937,500","0.00","14,313,750",,,
1790,049720,고려신용정보,"3,850","25","0.6","87,866","334,353,960","3,830","3,880","3,735","55,055,000,000","0.00","14,300,000",,,
1791,103230,에스앤더블류,"7,640","640","9.1","393,348","2,906,222,070","6,900","7,880","6,900","55,008,000,000","0.00","7,200,000",,,
1792,002680,한탑,"2,640","145","5.8","321,612","829,466,405","2,540","2,670","2,490","54,912,000,000","0.00","20,800,000",,,
1793,119500,포메탈,"4,630","40","0.9","130,835","607,392,175","4,610","4,730","4,600","54,852,684,160","0.00","11,847,232",,,
1794,084180,수성,"5,820","0","0.0","0","0","0","0","0","54,852,103,200","0.00","9,424,760",,,
1795,024910,경창산업,"3,120","20","0.6","36,110","110,498,145","3,130","3,130","3,020","54,787,200,000","0.00","17,560,000",,,
1796,031860,엔에스엔,"2,655","0","0.0","95,340","252,154,235","2,650","2,685","2,625","54,662,053,320","0.00","20,588,344",,,
1797,246250,에스엘에스바이오,"8,000","0","0.0","0","0","0","0","0","54,576,824,000","0.00","6,822,103",,,
1798,039020,이건홀딩스,"3,795","15","0.4","101,508","384,917,590","3,785","3,875","3,690","54,371,261,010","0.00","14,327,078",,,
1799,094360,칩스앤미디어,"7,300","-120","-1.6","31,269","228,839,610","7,420","7,500","7,270","54,104,877,100","0.00","7,411,627",,,
1800,238120,로고스바이오,"15,000","-100","-0.7","12,729","188,716,750","15,350","15,350","14,600","53,920,860,000","0.00","3,594,724",,,
1801,002070,남영비비안,"7,850","0","0.0","2,578","20,251,680","8,000","8,000","7,850","53,913,368,250","0.00","6,867,945",,,
1802,053290,NE능률,"3,990","25","0.6","10,148","40,325,865","3,965","4,000","3,955","53,856,389,580","0.00","13,497,842",,,
1803,005820,원림,"24,300","-50","-0.2","10,241","247,492,600","24,750","24,750","23,950","53,460,000,000","0.00","2,200,000",,,
1804,192390,윈하이텍,"5,420","220","4.2","93,952","505,871,860","5,200","5,500","5,190","53,457,942,380","0.00","9,863,089",,,
1805,154040,솔루에타,"4,420","50","1.1","35,302","154,360,355","4,360","4,430","4,315","53,422,710,120","0.00","12,086,586",,,
1806,044180,KD건설,"150","0","0.0","7,855,335","1,181,613,621","150","153","148","53,353,757,100","0.00","355,691,714",,,
1807,045060,오공,"4,625","25","0.5","36,992","171,011,400","4,645","4,645","4,600","53,289,129,750","0.00","11,521,974",,,
1808,067920,이글루시큐리티,"4,845","10","0.2","37,568","181,417,680","4,870","4,870","4,810","53,276,196,555","0.00","10,996,119",,,
1809,044060,조광ILI,"5,380","410","8.2","323,090","1,688,217,830","4,995","5,400","4,900","53,184,829,280","0.00","9,885,656",,,
1810,015020,이스타코,"1,240","-285","-18.7","26,305,189","34,393,105,175","1,300","1,425","1,205","53,135,984,000","0.00","42,851,600",,,
1811,189330,씨이랩,"23,650","650","2.8","130","2,970,500","22,350","23,650","22,350","52,680,848,000","0.00","2,227,520",,,
1812,024070,WISCOM,"3,500","0","0.0","6,054","21,207,565","3,500","3,525","3,480","52,590,720,000","0.00","15,025,920",,,
1813,053050,지에스이,"1,750","45","2.6","171,412","293,915,180","1,710","1,755","1,675","52,478,294,750","0.00","29,987,597",,,
1814,010660,화천기계,"23,800","1,750","7.9","47,187","1,090,930,000","22,100","24,000","22,050","52,360,000,000","0.00","2,200,000",,,
1815,053160,프리엠스,"8,720","130","1.5","34,947","300,671,480","8,590","8,720","8,440","52,320,000,000","0.00","6,000,000",,,
1816,005670,푸드웰,"6,490","170","2.7","38,406","246,786,940","6,320","6,580","6,220","51,920,000,000","0.00","8,000,000",,,
1817,225590,패션플랫폼,"2,280","-10","-0.4","96,088","216,430,695","2,325","2,325","2,230","51,770,364,000","0.00","22,706,300",,,
1818,054940,엑사이엔씨,"1,560","5","0.3","497,756","776,960,555","1,555","1,580","1,545","51,750,734,880","0.00","33,173,548",,,
1819,093230,이아이디,"340","-18","-5.0","20,314,804","7,125,832,505","360","375","335","51,744,156,640","0.00","152,188,696",,,
1820,023960,에쓰씨엔지니어링,"2,165","-115","-5.0","179,922","389,524,225","2,255","2,260","2,125","51,637,603,355","0.00","23,851,087",,,
1821,228180,티씨엠생명과학,"24,850","-1,550","-5.9","2,027","50,681,100","27,400","27,400","24,600","51,582,486,900","0.00","2,075,754",,,
1822,226400,오스테오닉,"6,090","-90","-1.5","40,656","248,202,010","6,170","6,240","6,050","51,512,057,940","0.00","8,458,466",,,
1823,126640,화신정공,"1,415","55","4.0","672,240","940,220,590","1,350","1,415","1,350","51,469,050,105","0.00","36,373,887",,,
1824,177830,파버나인,"4,800","40","0.8","37,228","179,851,765","4,770","4,895","4,770","51,414,105,600","0.00","10,711,272",,,
1825,008370,원풍,"4,280","30","0.7","37,259","157,878,510","4,355","4,355","4,200","51,360,000,000","0.00","12,000,000",,,
1826,048830,엔피케이,"2,740","630","29.9","7,914,104","20,473,344,555","2,110","2,740","2,110","51,303,549,020","0.00","18,723,923",,,
1827,064290,인텍플러스,"4,645","35","0.8","38,222","175,971,970","4,610","4,740","4,545","51,296,978,535","0.00","11,043,483",,,
1828,038620,위즈코프,"1,380","15","1.1","180,104","247,741,325","1,365","1,400","1,350","51,276,759,360","0.00","37,157,072",,,
1829,011080,형지I&C,"1,315","40","3.1","131,475","172,802,745","1,280","1,380","1,280","51,226,703,420","0.00","38,955,668",,,
1830,076610,해성옵틱스,"3,070","70","2.3","144,518","432,253,315","3,000","3,070","2,950","51,192,250,000","0.00","16,675,000",,,
1831,233250,메디안디노스틱,"29,300","0","0.0","89","2,607,700","29,300","29,300","29,300","51,173,446,200","0.00","1,746,534",,,
1832,057030,와이비엠넷,"3,130","45","1.5","42,313","131,255,570","3,085","3,135","3,050","51,058,741,610","0.00","16,312,697",,,
1833,054920,한컴시큐어,"3,610","-95","-2.6","97,843","356,562,100","3,745","3,745","3,595","51,032,952,720","0.00","14,136,552",,,
1834,115480,씨유메디칼,"3,275","40","1.2","89,372","290,571,305","3,320","3,320","3,210","50,992,156,100","0.00","15,570,124",,,
1835,044380,주연테크,"516","6","1.2","439,921","227,262,194","506","529","506","50,967,007,320","0.00","98,773,270",,,
1836,072130,유엔젤,"3,860","50","1.3","15,896","60,623,850","3,885","3,885","3,750","50,934,452,440","0.00","13,195,454",,,
1837,089530,에이티세미콘,"785","0","0.0","628,447","490,928,844","782","801","771","50,745,364,945","0.00","64,643,777",,,
1838,075970,동국알앤에스,"2,755","85","3.2","224,378","613,657,825","2,655","2,780","2,640","50,692,000,000","0.00","18,400,000",,,
1839,011230,삼화전자,"4,845","-70","-1.4","64,879","315,474,305","4,915","4,940","4,835","50,668,719,300","0.00","10,457,940",,,
1840,033310,디케이디앤아이,"2,305","60","2.7","59,357","135,241,740","2,245","2,340","2,205","50,646,407,355","0.00","21,972,411",,,
1841,019540,일지테크,"3,730","50","1.4","17,364","64,086,795","3,670","3,795","3,670","50,405,355,000","0.00","13,513,500",,,
1842,079000,와토스코리아,"7,000","10","0.1","7,081","49,631,550","7,010","7,060","6,990","50,400,000,000","0.00","7,200,000",,,
1843,143540,영우디에스피,"4,135","0","0.0","7,618","31,446,440","4,150","4,195","4,045","50,382,766,910","0.00","12,184,466",,,
1844,005320,국동,"3,700","-50","-1.3","88,499","330,221,650","3,790","3,800","3,700","50,308,407,900","0.00","13,596,867",,,
1845,035460,기산텔레콤,"3,450","-160","-4.4","487,271","1,711,238,915","3,615","3,670","3,405","50,291,823,000","0.00","14,577,340",,,
1846,008470,부스타,"5,980","0","0.0","28,166","167,720,440","6,000","6,030","5,860","50,260,704,000","0.00","8,404,800",,,
1847,176440,에이치엔티,"3,730","100","2.8","80,760","302,256,790","3,630","3,825","3,615","49,990,206,000","0.00","13,402,200",,,
1848,065420,에스아이리소스,"946","20","2.2","762,369","722,486,472","921","967","921","49,978,121,270","0.00","52,830,995",,,
1849,012620,원일특강,"11,350","-100","-0.9","24,644","277,311,100","11,450","11,500","11,100","49,940,000,000","0.00","4,400,000",,,
1850,052900,KMH하이텍,"1,065","25","2.4","154,077","162,577,045","1,055","1,075","1,035","49,933,056,435","0.00","46,885,499",,,
1851,086060,진바이오텍,"5,790","-40","-0.7","34,334","199,293,030","5,830","5,860","5,770","49,855,298,730","0.00","8,610,587",,,
1852,214870,에치디프로,"3,425","-5","-0.2","68,253","230,889,615","3,400","3,450","3,350","49,852,272,400","0.00","14,555,408",,,
1853,000105,유한양행우,"210,500","500","0.2","38","8,020,000","213,000","213,500","206,500","49,717,574,000","0.00","236,188",,,
1854,052460,아이크래프트,"6,170","110","1.8","7,796","47,397,240","6,060","6,300","5,920","49,692,982,560","0.00","8,053,968",,,
1855,072990,에이치시티,"10,850","-850","-7.3","279,265","3,072,939,400","11,300","11,700","10,700","49,692,283,900","0.00","4,579,934",,,
1856,013000,세우글로벌,"2,095","30","1.4","1,030,404","2,174,807,515","2,110","2,145","2,075","49,632,026,975","0.00","23,690,705",,,
1857,062860,티엘아이,"5,000","20","0.4","41,609","205,773,825","4,870","5,040","4,870","49,363,600,000","0.00","9,872,720",,,
1858,032750,삼진,"8,220","-90","-1.1","22,834","188,093,730","8,220","8,370","8,170","49,320,000,000","0.00","6,000,000",,,
1859,020120,키다리스튜디오,"3,115","-10","-0.3","17,490","54,487,040","3,120","3,185","3,080","49,318,390,135","0.00","15,832,549",,,
1860,078650,코렌,"1,635","-5","-0.3","174,917","282,217,685","1,660","1,660","1,600","49,166,855,085","0.00","30,071,471",,,
1861,068940,아이씨케이,"1,570","-25","-1.6","143,413","229,468,100","1,635","1,665","1,565","48,952,163,540","0.00","31,179,722",,,
1862,003465,유화증권우,"14,000","150","1.1","832","11,577,050","13,750","14,000","13,750","48,933,990,000","0.00","3,495,285",,,
1863,075130,플랜티넷,"5,460","20","0.4","8,869","48,330,980","5,440","5,490","5,380","48,921,600,000","0.00","8,960,000",,,
1864,174880,장원테크,"8,020","0","0.0","18,995","149,455,580","8,020","8,080","7,800","48,480,900,000","0.00","6,045,000",,,
1865,131220,대한과학,"6,590","300","4.8","190,896","1,240,198,530","6,360","6,740","6,330","48,470,023,330","0.00","7,355,087",,,
1866,036620,버추얼텍,"1,675","25","1.5","245,177","407,369,585","1,700","1,710","1,630","48,463,620,875","0.00","28,933,505",,,
1867,007770,한일화학,"13,800","800","6.2","62,377","859,973,050","13,000","14,450","12,950","48,438,000,000","0.00","3,510,000",,,
1868,045890,DB라이텍,"1,820","10","0.6","64,811","117,523,820","1,835","1,835","1,785","48,071,330,580","0.00","26,412,819",,,
1869,008775,호텔신라우,"63,900","-2,000","-3.0","13,591","876,896,800","66,000","66,000","63,500","48,045,068,100","0.00","751,879",,,
1870,065770,CS,"2,550","-50","-1.9","32,686","83,389,775","2,595","2,595","2,510","48,029,632,500","0.00","18,835,150",,,
1871,006200,한국전자홀딩스,"1,025","107","11.7","8,360,558","8,650,502,527","930","1,115","911","47,973,214,400","0.00","46,803,136",,,
1872,064480,브리지텍,"4,010","35","0.9","19,994","79,830,620","4,000","4,020","3,975","47,929,525,000","0.00","11,952,500",,,
1873,212560,네오오토,"6,080","-80","-1.3","97,510","592,286,090","6,210","6,210","6,000","47,879,775,040","0.00","7,874,963",,,
1874,021880,메이슨캐피탈,"492","9","1.9","393,757","192,555,295","489","499","480","47,824,568,736","0.00","97,204,408",,,
1875,256940,케이피에스,"11,200","-100","-0.9","5,648","62,536,050","11,150","11,300","10,950","47,824,000,000","0.00","4,270,000",,,
1876,023810,인팩,"4,780","20","0.4","1,752","8,293,790","4,755","4,780","4,665","47,800,000,000","0.00","10,000,000",,,
1877,027970,세하,"1,610","-10","-0.6","55,624","89,802,665","1,655","1,655","1,595","47,596,425,170","0.00","29,562,997",,,
1878,148780,비플라이소프트,"10,000","0","0.0","1,383","13,831,450","10,250","10,250","9,900","47,457,200,000","0.00","4,745,720",,,
1879,189860,서전기전,"9,780","20","0.2","86,980","854,289,610","9,700","10,050","9,670","47,427,034,200","0.00","4,849,390",,,
1880,085910,네오티스,"4,300","50","1.2","5,075","21,664,995","4,270","4,300","4,255","47,358,815,400","0.00","11,013,678",,,
1881,131400,액트,"2,725","0","0.0","286,213","761,533,915","2,725","2,745","2,550","47,324,429,175","0.00","17,366,763",,,
1882,017250,인터엠,"2,240","0","0.0","0","0","0","0","0","47,141,846,080","0.00","21,045,467",,,
1883,011300,성안,"829","33","4.2","442,802","367,031,911","797","851","797","47,135,165,940","0.00","56,857,860",,,
1884,038950,파인디지털,"4,620","15","0.3","6,921","31,910,520","4,600","4,660","4,590","47,127,534,300","0.00","10,200,765",,,
1885,109080,옵티시스,"8,360","130","1.6","53,641","443,987,680","8,270","8,480","8,120","47,116,960,000","0.00","5,636,000",,,
1886,066310,큐에스아이,"5,690","50","0.9","15,936","89,768,090","5,680","5,730","5,550","47,103,128,700","0.00","8,278,230",,,
1887,002290,삼일기업공사,"3,790","80","2.2","82,489","305,408,265","3,745","3,800","3,620","46,996,000,000","0.00","12,400,000",,,
1888,021650,한국큐빅,"3,220","440","15.8","4,496,850","14,272,563,815","2,780","3,320","2,755","46,979,800,000","0.00","14,590,000",,,
1889,045300,성우테크론,"5,180","-80","-1.5","23,864","124,598,000","5,260","5,310","5,150","46,900,004,900","0.00","9,054,055",,,
1890,020180,대신정보통신,"1,220","20","1.7","1,075,086","1,326,866,905","1,210","1,260","1,200","46,883,276,300","0.00","38,428,915",,,
1891,28513K,SK케미칼우,"32,100","500","1.6","7,320","233,564,600","31,400","32,250","31,400","46,823,307,000","0.00","1,458,670",,,
1892,091340,S&K폴리텍,"3,990","55","1.4","29,982","119,313,080","3,935","4,030","3,935","46,697,846,790","0.00","11,703,721",,,
1893,237720,케이엠제약,"20,800","0","0.0","0","0","0","0","0","46,659,350,400","0.00","2,243,238",,,
1894,082850,우리이티아이,"1,120","-10","-0.9","178,774","198,450,335","1,105","1,130","1,095","46,500,855,520","0.00","41,518,621",,,
1895,035200,프럼파스트,"5,240","170","3.4","102,573","529,051,590","5,070","5,250","5,070","46,353,653,080","0.00","8,846,117",,,
1896,219130,타이거일렉,"7,320","-80","-1.1","51,539","376,219,560","7,320","7,450","7,200","46,220,602,800","0.00","6,314,290",,,
1897,002870,신풍제지,"1,320","20","1.5","97,816","126,695,500","1,325","1,325","1,280","46,145,484,000","0.00","34,958,700",,,
1898,108675,LG하우시스우,"44,600","0","0.0","893","39,538,150","45,200","45,200","44,050","46,041,918,000","0.00","1,032,330",,,
1899,039670,스포츠서울,"1,490","30","2.0","334,864","497,677,800","1,485","1,505","1,465","45,848,785,530","0.00","30,770,997",,,
1900,019770,서연탑메탈,"3,930","20","0.5","42,632","168,408,535","3,910","3,990","3,900","45,784,500,000","0.00","11,650,000",,,
1901,002710,TCC동양,"2,045","25","1.2","30,326","62,005,805","2,030","2,075","2,030","45,690,412,500","0.00","22,342,500",,,
1902,023150,MH에탄올,"6,190","40","0.6","5,859","35,780,460","6,190","6,200","6,070","45,673,075,940","0.00","7,378,526",,,
1903,032860,GMR 머티리얼즈,"676","-1","-0.2","259,300","177,072,035","681","695","675","45,669,775,840","0.00","67,558,840",,,
1904,070300,한솔시큐어,"6,190","20","0.3","11,888","72,933,880","6,170","6,190","6,070","45,595,998,060","0.00","7,366,074",,,
1905,018700,바른손,"3,275","20","0.6","96,136","310,673,000","3,255","3,275","3,200","45,535,272,500","0.00","13,903,900",,,
1906,153490,우리이앤엘,"912","-9","-1.0","72,179","65,195,420","920","920","894","45,508,800,000","0.00","49,900,000",,,
1907,181340,이즈미디어,"6,440","50","0.8","27,983","179,957,780","6,470","6,490","6,380","45,370,444,000","0.00","7,045,100",,,
1908,038340,UCI,"3,600","0","0.0","0","0","0","0","0","45,141,814,800","0.00","12,539,393",,,
1909,258610,이더블유케이,"6,080","-60","-1.0","48,976","299,379,680","6,170","6,250","6,020","44,876,139,520","0.00","7,380,944",,,
1910,025880,케이씨피드,"2,675","110","4.3","291,526","769,482,565","2,565","2,685","2,565","44,714,920,150","0.00","16,715,858",,,
1911,094860,코닉글로리,"936","3","0.3","1,757,409","1,628,418,376","957","957","890","44,603,266,032","0.00","47,653,062",,,
1912,101390,아이엠,"1,975","0","0.0","98,599","194,948,165","1,970","1,995","1,950","44,579,717,775","0.00","22,572,009",,,
1913,062580,인산가,"10,100","0","0.0","0","0","0","0","0","44,440,000,000","0.00","4,400,000",,,
1914,032080,아즈텍WB,"2,120","60","2.9","101,141","212,850,675","2,040","2,160","2,030","44,343,370,080","0.00","20,916,684",,,
1915,089150,케이씨티,"2,580","5","0.2","56,005","145,079,640","2,580","2,610","2,575","44,247,000,000","0.00","17,150,000",,,
1916,191600,티케이씨,"17,000","500","3.0","10","170,000","17,000","17,000","17,000","44,200,000,000","0.00","2,600,000",,,
1917,024060,흥구석유,"2,945","60","2.1","31,626","92,334,920","2,915","2,965","2,870","44,175,000,000","0.00","15,000,000",,,
1918,130500,GH신소재,"4,015","-25","-0.6","43,108","174,276,010","4,025","4,115","3,980","44,165,000,000","0.00","11,000,000",,,
1919,009180,한솔로지스틱스,"2,655","75","2.9","113,575","297,455,450","2,565","2,660","2,565","43,747,563,375","0.00","16,477,425",,,
1920,066790,씨씨에스,"511","-6","-1.2","522,445","266,711,788","524","524","506","43,723,375,185","0.00","85,564,335",,,
1921,032580,피델릭스,"2,120","40","1.9","106,569","225,782,200","2,100","2,150","2,100","43,602,618,760","0.00","20,567,273",,,
1922,065440,이루온,"2,850","-235","-7.6","4,670,799","15,011,198,920","3,215","3,535","2,815","43,533,807,000","0.00","15,275,020",,,
1923,060480,국일신동,"3,925","75","2.0","121,573","473,176,900","3,950","3,950","3,850","43,528,250,000","0.00","11,090,000",,,
1924,215100,로보로보,"2,630","-70","-2.6","123,399","324,608,525","2,760","2,760","2,605","43,259,434,020","0.00","16,448,454",,,
1925,104460,동양피엔에프,"4,030","0","0.0","17,204","69,742,310","4,100","4,140","4,030","43,175,908,750","0.00","10,713,625",,,
1926,030720,동원수산,"10,050","480","5.0","90,173","897,830,010","9,570","10,200","9,570","43,163,574,150","0.00","4,294,883",,,
1927,050320,에이앤티앤,"3,220","0","0.0","0","0","0","0","0","43,112,692,700","0.00","13,389,035",,,
1928,101670,코리아에스이,"2,280","50","2.2","850,968","1,977,512,865","2,260","2,420","2,260","43,092,000,000","0.00","18,900,000",,,
1929,000950,전방,"25,600","-900","-3.4","6,994","181,606,350","26,750","26,800","25,500","43,008,000,000","0.00","1,680,000",,,
1930,086220,네추럴FNP,"4,585","-415","-8.3","5,503","24,500,125","4,800","5,000","4,255","42,788,659,690","0.00","9,332,314",,,
1931,150900,파수닷컴,"4,640","0","0.0","14,464","67,188,050","4,640","4,690","4,610","42,744,779,680","0.00","9,212,237",,,
1932,145270,케이탑리츠,"960","5","0.5","167,116","160,294,636","952","970","952","42,444,166,080","0.00","44,212,673",,,
1933,187270,신화콘텍,"4,180","-100","-2.3","177,540","747,440,750","4,280","4,385","4,170","42,401,272,100","0.00","10,143,845",,,
1934,083500,에프엔에스테크,"6,030","0","0.0","26,601","160,197,660","5,970","6,150","5,930","42,303,374,550","0.00","7,015,485",,,
1935,072950,빛샘전자,"7,050","160","2.3","90,492","633,856,880","6,920","7,100","6,880","42,300,000,000","0.00","6,000,000",,,
1936,060260,뉴보텍,"1,715","0","0.0","0","0","0","0","0","42,212,871,085","0.00","24,613,919",,,
1937,187790,나노,"2,685","-60","-2.2","201,251","545,466,725","2,750","2,805","2,675","42,168,564,030","0.00","15,705,238",,,
1938,141070,맥스로텍,"1,690","45","2.7","171,153","285,618,415","1,640","1,695","1,640","42,024,312,330","0.00","24,866,457",,,
1939,008110,대동전자,"4,005","15","0.4","1,046","4,173,025","3,975","4,005","3,975","42,014,240,235","0.00","10,490,447",,,
1940,051390,YW,"3,690","0","0.0","1,596","5,869,760","3,690","3,690","3,670","41,901,307,920","0.00","11,355,368",,,
1941,038110,에코플라스틱,"1,845","5","0.3","63,362","115,619,345","1,840","1,845","1,810","41,874,854,310","0.00","22,696,398",,,
1942,052190,이에스에이,"2,690","0","0.0","0","0","0","0","0","41,796,404,930","0.00","15,537,697",,,
1943,093640,다믈멀티미디어,"6,370","180","2.9","240,957","1,469,944,560","6,190","6,420","5,850","41,794,691,120","0.00","6,561,176",,,
1944,038010,제일테크노스,"4,635","125","2.8","29,809","136,289,385","4,510","4,650","4,505","41,715,000,000","0.00","9,000,000",,,
1945,014940,오리엔탈정공,"1,025","45","4.6","488,762","495,586,918","985","1,045","971","41,559,609,000","0.00","40,545,960",,,
1946,054300,팬스타엔터프라이즈,"1,010","10","1.0","524,941","534,568,727","1,020","1,065","997","41,536,192,430","0.00","41,124,943",,,
1947,023440,제일제강,"1,595","65","4.2","623,514","988,295,895","1,560","1,680","1,530","41,521,335,075","0.00","26,032,185",,,
1948,010580,지코,"820","20","2.5","189,545","154,335,225","800","823","800","41,427,559,480","0.00","50,521,414",,,
1949,155900,바다로19호,"2,715","-5","-0.2","1,439","3,901,965","2,720","2,720","2,710","41,268,010,860","0.00","15,200,004",,,
1950,006110,삼아알미늄,"3,735","65","1.8","19,558","72,315,875","3,720","3,845","3,645","41,085,000,000","0.00","11,000,000",,,
1951,033110,이디,"728","-11","-1.5","687,704","504,638,027","755","755","716","40,952,481,752","0.00","56,253,409",,,
1952,003780,진양산업,"3,150","0","0.0","54,207","171,846,130","3,230","3,230","3,140","40,950,000,000","0.00","13,000,000",,,
1953,123750,알톤스포츠,"3,205","15","0.5","14,053","44,892,010","3,205","3,235","3,165","40,851,881,885","0.00","12,746,297",,,
1954,220180,핸디소프트,"5,470","160","3.0","107,297","584,721,970","5,320","5,530","5,320","40,822,659,230","0.00","7,463,009",,,
1955,203450,유니온커뮤니티,"2,770","90","3.4","37,806","103,286,470","2,680","2,800","2,680","40,660,849,390","0.00","14,679,007",,,
1956,202960,판도라티비,"3,395","-30","-0.9","2,350","7,710,965","3,350","3,450","3,200","40,451,363,890","0.00","11,914,982",,,
1957,032280,삼일,"2,490","45","1.8","69,452","171,279,420","2,430","2,500","2,430","40,371,839,100","0.00","16,213,590",,,
1958,053660,현진소재,"3,900","10","0.3","353,620","1,313,123,670","3,890","4,000","3,510","40,281,984,600","0.00","10,328,714",,,
1959,037400,우리조명,"1,615","25","1.6","69,438","111,111,685","1,565","1,630","1,565","40,251,203,790","0.00","24,923,346",,,
1960,003680,한성기업,"7,300","-100","-1.4","12,082","88,350,820","7,400","7,400","7,290","39,989,042,300","0.00","5,477,951",,,
1961,053270,구영테크,"2,015","15","0.8","77,768","156,480,590","2,025","2,050","1,990","39,885,260,610","0.00","19,794,174",,,
1962,016920,카스,"1,845","-95","-4.9","102,526","194,618,110","1,940","2,020","1,835","39,619,736,640","0.00","21,474,112",,,
1963,234070,에이원알폼,"11,200","300","2.8","100","1,120,000","11,200","11,200","11,200","39,573,251,200","0.00","3,533,326",,,
1964,009140,경인전자,"25,150","250","1.0","938","23,378,050","24,900","25,600","24,900","39,505,544,550","0.00","1,570,797",,,
1965,059100,아이컴포넌트,"5,580","-10","-0.2","19,068","106,207,730","5,740","5,740","5,500","39,455,398,800","0.00","7,070,860",,,
1966,056000,신스타임즈,"2,800","-5","-0.2","13,500","37,848,870","2,805","2,850","2,790","39,246,480,000","0.00","14,016,600",,,
1967,000440,중앙에너비스,"31,350","250","0.8","1,140","35,398,800","31,100","31,400","30,600","39,044,105,100","0.00","1,245,426",,,
1968,033050,제이엠아이,"1,195","15","1.3","90,110","107,330,770","1,175","1,200","1,160","38,932,313,690","0.00","32,579,342",,,
1969,078350,한양디지텍,"3,860","65","1.7","14,384","55,462,750","3,795","3,940","3,770","38,600,000,000","0.00","10,000,000",,,
1970,090740,연이정보통신,"2,410","10","0.4","90,110","216,792,755","2,435","2,440","2,380","38,560,000,000","0.00","16,000,000",,,
1971,073540,에프알텍,"3,350","270","8.8","916,195","2,991,328,790","3,090","3,350","3,090","38,190,000,000","0.00","11,400,000",,,
1972,196700,웹스,"5,560","190","3.5","74,085","410,513,180","5,370","5,650","5,370","38,081,763,280","0.00","6,849,238",,,
1973,170790,파이오링크,"5,550","-50","-0.9","11,518","63,827,110","5,740","5,740","5,480","38,052,631,500","0.00","6,856,330",,,
1974,010280,쌍용정보통신,"940","25","2.7","102,267","95,722,604","919","952","915","38,036,191,960","0.00","40,464,034",,,
1975,023790,동일철강,"5,160","140","2.8","46,922","238,088,205","4,965","5,260","4,965","37,900,638,600","0.00","7,345,085",,,
1976,008800,행남사,"3,305","70","2.2","698,206","2,256,991,290","3,060","3,480","3,010","37,631,738,025","0.00","11,386,305",,,
1977,096610,알에프세미,"4,620","75","1.6","12,200","55,950,895","4,545","4,630","4,540","37,518,881,400","0.00","8,120,970",,,
1978,003925,남양유업우,"225,000","-1,500","-0.7","47","10,590,000","225,000","226,000","225,000","37,498,950,000","0.00","166,662",,,
1979,230980,솔트웍스,"3,630","60","1.7","182,788","659,794,570","3,570","3,660","3,545","37,431,939,270","0.00","10,311,829",,,
1980,284420,휴럼,"10,250","250","2.5","20","205,000","10,250","10,250","10,250","37,368,322,500","0.00","3,645,690",,,
1981,015540,메디플란트,"7,210","10","0.1","5,075","36,567,400","7,280","7,280","7,150","37,357,605,600","0.00","5,181,360",,,
1982,091440,텔레필드,"4,890","-60","-1.2","202,840","969,326,775","4,960","5,000","4,660","37,263,961,380","0.00","7,620,442",,,
1983,210120,빅텐츠,"19,650","-3,450","-14.9","604","12,574,200","23,100","23,550","19,650","37,236,750,000","0.00","1,895,000",,,
1984,004920,씨아이테크,"780","16","2.1","409,110","318,115,423","772","786","765","37,235,164,200","0.00","47,737,390",,,
1985,121850,코이즈,"3,515","-5","-0.1","45,143","156,895,435","3,520","3,545","3,400","37,022,932,600","0.00","10,532,840",,,
