순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
625,083660,CSA 코스믹,"14,000","-500","-3.4","627,729","8,888,182,150","14,650","14,750","13,850","276,466,974,000","0.01","19,747,641",,,
626,001260,남광토건,"28,000","1,300","4.9","1,010,129","28,812,064,900","27,250","31,150","26,650","275,130,100,000","0.01","9,826,075",,,
627,086890,이수앱지스,"10,550","250","2.4","180,064","1,884,212,600","10,350","10,700","10,150","274,869,246,350","0.01","26,053,957",,,
628,234300,에스트래픽,"22,950","-1,000","-4.2","1,118,801","26,159,994,850","23,900","24,400","22,450","273,591,081,000","0.01","11,921,180",,,
629,900100,뉴프라이드,"3,455","-285","-7.6","7,439,028","26,759,020,760","3,765","3,850","3,455","273,082,381,165","0.01","79,039,763",,,
630,007820,에스엠코어,"13,650","-50","-0.4","62,187","842,603,900","13,500","13,750","13,350","273,000,000,000","0.01","20,000,000",,,
631,003120,일성신약,"102,500","1,000","1.0","331","33,455,000","101,000","102,500","100,500","272,650,000,000","0.01","2,660,000",,,
632,004360,세방,"14,100","-200","-1.4","33,662","481,117,250","14,250","14,600","14,050","272,252,529,000","0.01","19,308,690",,,
633,027050,코리아나,"6,790","100","1.5","269,446","1,823,048,990","6,730","6,870","6,690","271,600,000,000","0.01","40,000,000",,,
634,091120,이엠텍,"17,850","50","0.3","43,735","777,081,450","17,950","17,950","17,650","271,298,829,900","0.01","15,198,814",,,
635,023910,대한약품,"45,200","200","0.4","19,383","874,646,050","45,000","45,600","44,550","271,200,000,000","0.01","6,000,000",,,
636,215000,골프존,"43,150","-600","-1.4","11,925","516,608,850","43,800","44,100","43,150","270,784,157,250","0.01","6,275,415",,,
637,016380,동부제철,"9,870","-120","-1.2","8,135","80,039,830","9,800","10,000","9,800","268,793,894,880","0.01","27,233,424",,,
638,064240,홈캐스트,"8,340","120","1.5","353,816","2,946,815,840","8,300","8,430","8,210","268,722,247,620","0.01","32,220,893",,,
639,021320,KCC건설,"12,500","150","1.2","758,989","9,524,688,600","12,650","13,500","11,850","267,500,000,000","0.01","21,400,000",,,
640,214180,민앤지,"22,500","-150","-0.7","43,148","976,164,050","23,000","23,000","22,500","267,449,130,000","0.01","11,886,628",,,
641,232140,와이아이케이,"4,325","235","5.8","608,885","2,591,571,170","4,135","4,375","4,055","267,235,072,200","0.01","61,788,456",,,
642,001940,KISCO홀딩스,"14,450","250","1.8","66,691","961,313,900","14,050","14,550","14,000","266,983,691,000","0.01","18,476,380",,,
643,009520,포스코엠텍,"6,360","-50","-0.8","1,523,296","9,636,905,070","6,340","6,560","6,160","264,847,591,080","0.01","41,642,703",,,
644,067390,아스트,"17,050","150","0.9","100,429","1,689,761,100","17,050","17,100","16,500","264,788,153,850","0.01","15,530,097",,,
645,140860,파크시스템스,"39,900","100","0.2","15,529","610,921,550","40,500","40,500","38,800","264,738,694,500","0.01","6,635,055",,,
646,007210,벽산,"3,840","80","2.1","351,585","1,361,245,205","3,805","3,950","3,775","263,270,400,000","0.01","68,560,000",,,
647,064260,다날,"4,855","5","0.1","1,716,890","8,580,536,595","5,090","5,170","4,855","263,221,097,790","0.01","54,216,498",,,
648,061970,엘비세미콘,"6,010","-1,650","-21.5","9,503,307","56,933,681,500","6,040","6,260","5,600","263,145,397,920","0.01","43,784,592",,,
649,243840,신흥에스이씨,"40,100","1,300","3.4","48,394","1,931,115,100","39,000","40,400","38,900","262,722,488,300","0.01","6,551,683",,,
650,004970,신라교역,"16,400","-500","-3.0","17,742","293,157,950","16,900","16,950","16,300","262,400,000,000","0.01","16,000,000",,,
651,054950,제이브이엠,"41,350","600","1.5","13,989","570,871,300","40,750","41,350","40,050","261,783,045,800","0.01","6,330,908",,,
652,003200,일신방직,"109,000","0","0.0","7,437","810,887,000","109,000","110,000","108,000","261,600,000,000","0.01","2,400,000",,,
653,142760,바이오리더스,"16,350","50","0.3","282,277","4,544,985,650","16,450","16,450","15,800","260,460,568,500","0.01","15,930,310",,,
654,052330,코텍,"16,700","100","0.6","136,118","2,254,826,350","16,750","16,950","16,200","260,095,018,400","0.01","15,574,552",,,
655,005680,삼영전자,"13,000","-50","-0.4","25,811","335,604,750","13,050","13,100","12,850","260,000,000,000","0.01","20,000,000",,,
656,123690,한국화장품,"16,100","250","1.6","144,682","2,316,568,600","16,150","16,150","15,800","258,694,800,000","0.01","16,068,000",,,
657,011280,태림포장,"3,645","160","4.6","383,741","1,415,003,585","3,600","3,845","3,570","258,087,651,300","0.01","70,805,940",,,
658,058610,에스피지,"12,350","350","2.9","521,963","6,305,617,050","12,100","12,350","11,900","257,830,641,250","0.01","20,876,975",,,
659,001840,이화공영,"13,000","1,500","13.0","7,386,983","96,052,011,850","12,100","14,300","11,900","257,474,880,000","0.01","19,805,760",,,
660,225530,보광산업,"7,460","1,720","30.0","6,074,064","43,008,165,140","6,250","7,460","6,170","257,146,200,000","0.01","34,470,000",,,
661,040350,큐로컴,"2,355","-10","-0.4","675,125","1,598,697,705","2,395","2,410","2,350","257,024,718,840","0.01","109,140,008",,,
662,194510,파티게임즈,"10,600","0","0.0","0","0","0","0","0","256,837,512,400","0.01","24,229,954",,,
663,005960,동부건설,"12,300","-250","-2.0","90,929","1,126,351,750","12,650","12,850","12,150","256,590,705,900","0.01","20,861,033",,,
664,069110,코스온,"13,900","500","3.7","310,465","4,303,749,850","13,550","14,050","13,450","256,497,798,100","0.01","18,453,079",,,
665,210540,디와이파워,"23,200","-1,000","-4.1","280,704","6,571,141,600","24,050","24,650","22,800","256,167,625,600","0.01","11,041,708",,,
666,042520,한스바이오메드,"25,800","1,000","4.0","95,364","2,427,273,100","24,500","25,950","24,500","254,332,710,600","0.01","9,857,857",,,
667,036890,진성티이씨,"11,300","50","0.4","606,761","6,983,407,600","11,450","12,050","11,200","254,049,628,400","0.01","22,482,268",,,
668,005740,크라운해태홀딩스,"17,100","850","5.2","200,612","3,395,960,300","16,300","17,350","16,150","253,889,633,700","0.01","14,847,347",,,
669,272550,삼양패키징,"17,800","-150","-0.8","5,490","97,312,000","17,950","17,950","17,650","252,934,511,200","0.01","14,209,804",,,
670,068400,AJ렌터카,"11,400","-150","-1.3","109,479","1,250,099,700","11,600","11,700","11,300","252,467,820,000","0.01","22,146,300",,,
671,166480,코아스템,"16,050","-100","-0.6","230,531","3,735,920,600","16,500","16,550","15,950","252,264,912,000","0.01","15,717,440",,,
672,011370,서한,"2,500","95","4.0","2,734,092","6,887,075,570","2,400","2,635","2,400","252,237,162,500","0.01","100,894,865",,,
673,036800,나이스정보통신,"25,200","-200","-0.8","14,907","375,923,800","25,400","25,600","25,000","252,000,000,000","0.01","10,000,000",,,
674,200780,비씨월드제약,"31,450","550","1.8","103,464","3,208,665,500","31,150","31,700","30,200","251,861,601,100","0.01","8,008,318",,,
675,090360,로보스타,"32,250","-150","-0.5","1,547,031","48,242,970,750","32,750","32,750","30,050","251,550,000,000","0.01","7,800,000",,,
676,251370,와이엠티,"33,800","100","0.3","39,558","1,331,928,100","35,000","35,000","33,150","250,295,760,000","0.01","7,405,200",,,
677,060590,씨티씨바이오,"14,200","550","4.0","125,115","1,733,097,050","13,650","14,200","13,350","250,276,888,600","0.01","17,625,133",,,
678,009270,신원,"3,260","195","6.4","9,614,573","31,687,919,985","3,130","3,440","3,120","250,166,375,520","0.01","76,738,152",,,
679,011390,부산산업,"236,500","2,500","1.1","248,044","55,510,915,000","221,000","250,000","211,000","249,744,000,000","0.01","1,056,000",,,
680,001880,삼호,"16,400","850","5.5","12,448","200,281,100","15,550","16,500","15,300","248,948,162,400","0.01","15,179,766",,,
681,001270,부국증권,"23,900","-300","-1.2","2,859","69,089,700","24,200","24,700","23,900","247,840,275,400","0.01","10,369,886",,,
682,065060,지엔코,"2,520","35","1.4","959,678","2,411,113,950","2,515","2,545","2,480","246,980,270,880","0.01","98,008,044",,,
683,010820,퍼스텍,"5,280","395","8.1","6,998,055","37,041,017,495","4,885","5,620","4,880","246,918,355,200","0.01","46,764,840",,,
684,004700,조광피혁,"37,100","0","0.0","1,827","67,472,350","36,500","37,100","36,500","246,683,019,800","0.01","6,649,138",,,
685,034950,한국기업평가,"54,000","-200","-0.4","174","9,436,300","54,300","54,500","54,000","245,187,756,000","0.01","4,540,514",,,
686,102210,해덕파워웨이,"21,550","-650","-2.9","419,779","9,190,694,000","23,500","23,500","21,200","244,704,947,900","0.01","11,355,218",,,
687,131030,디에이치피코리아,"14,750","-450","-3.0","345,559","5,180,011,050","15,250","15,550","14,500","244,330,755,750","0.01","16,564,797",,,
688,215360,우리산업,"26,750","-400","-1.5","91,050","2,432,625,000","27,150","27,500","26,450","244,285,360,250","0.01","9,132,163",,,
689,012610,경인양행,"6,030","120","2.0","368,510","2,206,283,350","5,960","6,060","5,880","243,590,080,950","0.01","40,396,365",,,
690,102710,이엔에프테크놀로지,"17,150","50","0.3","49,690","844,524,650","17,050","17,150","16,850","243,530,000,000","0.01","14,200,000",,,
691,065160,에프티이앤이,"3,580","0","0.0","0","0","0","0","0","243,331,461,560","0.01","67,969,682",,,
692,004710,한솔테크닉스,"11,000","-100","-0.9","191,383","2,103,190,250","11,200","11,250","10,850","243,208,658,000","0.01","22,109,878",,,
693,201490,미투온,"7,780","280","3.7","500,592","3,860,610,500","7,520","7,840","7,520","242,524,150,600","0.01","31,172,770",,,
694,015860,일진홀딩스,"4,905","-10","-0.2","55,038","269,281,280","4,935","4,935","4,850","242,049,404,115","0.01","49,347,483",,,
695,220630,해마로푸드서비스,"2,570","-105","-3.9","3,439,295","9,021,992,160","2,705","2,730","2,535","241,317,310,020","0.01","93,897,786",,,
696,160550,NEW,"8,800","420","5.0","298,745","2,598,262,870","8,340","8,860","8,340","241,173,732,800","0.01","27,406,106",,,
697,108790,인터파크,"7,230","-110","-1.5","269,394","1,954,126,510","7,380","7,390","7,230","239,518,910,400","0.01","33,128,480",,,
698,015360,예스코홀딩스,"39,800","-1,600","-3.9","10,323","415,102,700","41,400","41,900","38,600","238,800,000,000","0.01","6,000,000",,,
699,017510,세명전기,"15,600","-100","-0.6","1,971,104","29,951,451,850","15,350","15,650","14,500","237,837,600,000","0.01","15,246,000",,,
700,008040,사조동아원,"1,680","40","2.4","808,963","1,373,305,440","1,630","1,750","1,630","237,122,928,000","0.01","141,144,600",,,
701,216050,인크로스,"29,700","1,250","4.4","82,343","2,435,315,150","28,400","29,950","28,250","236,328,632,100","0.01","7,957,193",,,
702,119860,다나와,"18,050","1,000","5.9","189,061","3,333,892,650","16,900","18,150","16,900","236,000,537,100","0.01","13,074,822",,,
703,227610,아우딘퓨쳐스,"23,600","1,550","7.0","288,125","6,749,997,750","23,100","23,950","22,550","236,000,000,000","0.01","10,000,000",,,
704,060720,KH바텍,"11,800","250","2.2","83,513","967,342,450","11,600","11,850","11,300","236,000,000,000","0.01","20,000,000",,,
705,095720,웅진씽크빅,"6,800","-220","-3.1","195,062","1,344,541,380","7,020","7,070","6,800","235,423,922,000","0.01","34,621,165",,,
706,104480,티케이케미칼,"2,590","130","5.3","1,600,729","4,131,925,425","2,510","2,665","2,455","235,419,174,060","0.01","90,895,434",,,
707,008700,아남전자,"3,050","-100","-3.2","2,126,643","6,620,096,575","3,220","3,240","3,030","235,230,701,000","0.01","77,124,820",,,
708,054670,대한뉴팜,"16,350","450","2.8","219,356","3,581,643,450","16,150","16,600","15,950","234,702,942,000","0.01","14,354,920",,,
709,017890,한국알콜,"10,800","650","6.4","655,234","6,962,167,650","10,300","10,950","10,050","233,342,208,000","0.01","21,605,760",,,
710,064550,바이오니아,"11,300","-100","-0.9","192,126","2,176,206,300","11,500","11,500","11,150","233,057,618,400","0.01","20,624,568",,,
711,003545,대신증권우,"8,960","20","0.2","51,340","459,428,580","8,960","9,020","8,910","232,960,000,000","0.01","26,000,000",,,
712,267290,경동도시가스,"49,350","1,550","3.2","33,080","1,631,439,300","47,700","50,100","47,700","232,787,059,050","0.01","4,717,063",,,
713,032620,유비케어,"4,455","140","3.2","246,603","1,082,187,750","4,320","4,455","4,315","232,538,254,245","0.01","52,197,139",,,
714,081000,일진다이아,"20,500","250","1.2","48,333","992,962,700","20,650","20,800","20,400","231,198,487,500","0.01","11,277,975",,,
715,127160,매직마이크로,"4,785","100","2.1","450,931","2,151,675,370","4,750","4,875","4,510","230,466,792,765","0.01","48,164,429",,,
716,012030,DB,"1,145","40","3.6","1,462,553","1,648,590,085","1,115","1,160","1,090","230,344,153,285","0.01","201,173,933",,,
717,018120,진로발효,"30,550","-50","-0.2","2,173","66,211,800","30,600","30,600","30,300","229,858,200,000","0.01","7,524,000",,,
718,095340,ISC,"16,500","400","2.5","49,977","814,794,050","16,300","16,600","16,000","228,852,591,000","0.01","13,869,854",,,
719,002450,삼익악기,"2,520","10","0.4","320,592","801,699,405","2,510","2,550","2,450","228,137,905,800","0.01","90,530,915",,,
720,114570,지스마트글로벌,"10,950","250","2.3","145,590","1,579,797,250","10,750","11,000","10,700","227,870,824,950","0.01","20,810,121",,,
721,180400,캔서롭,"12,350","100","0.8","454,918","5,578,765,900","12,300","12,600","11,750","227,741,953,400","0.01","18,440,644",,,
722,064800,필링크,"3,895","450","13.1","18,018,045","68,619,912,580","3,450","3,965","3,450","227,666,430,775","0.01","58,450,945",,,
723,041440,에버다임,"12,700","100","0.8","1,287,768","16,365,140,150","12,450","13,250","12,000","227,532,488,800","0.01","17,915,944",,,
724,033640,네패스,"10,150","-200","-1.9","378,285","3,877,830,000","10,500","10,600","10,000","226,960,191,500","0.01","22,360,610",,,
725,187420,제노포커스,"10,800","500","4.8","218,344","2,326,590,500","10,450","11,000","10,300","226,790,118,000","0.01","20,999,085",,,
726,001790,대한제당,"25,600","350","1.4","4,754","121,646,250","25,450","25,800","24,800","226,304,051,200","0.01","8,840,002",,,
727,004150,한솔홀딩스,"4,875","25","0.5","67,441","326,037,565","4,905","4,905","4,800","226,004,371,125","0.01","46,359,871",,,
728,033160,엠케이전자,"10,350","0","0.0","95,038","980,789,400","10,400","10,450","10,200","225,709,581,150","0.01","21,807,689",,,
729,033100,제룡전기,"14,050","-100","-0.7","1,389,877","19,598,937,450","14,250","14,850","13,650","225,676,846,450","0.01","16,062,409",,,
730,205500,액션스퀘어,"8,470","80","1.0","54,258","457,160,410","8,420","8,590","8,330","224,193,632,740","0.01","26,469,142",,,
731,155650,와이엠씨,"22,700","-100","-0.4","180,737","4,090,517,250","23,000","23,100","22,100","223,937,611,100","0.01","9,865,093",,,
732,077500,유니퀘스트,"8,240","330","4.2","176,413","1,423,663,140","7,940","8,240","7,800","223,429,009,040","0.01","27,115,171",,,
733,035890,서희건설,"1,285","80","6.6","8,421,875","10,702,587,315","1,210","1,315","1,210","222,906,052,325","0.01","173,467,745",,,
734,224060,코디엠,"1,580","-35","-2.2","5,911,854","9,516,446,040","1,645","1,680","1,560","222,853,792,320","0.01","141,046,704",,,
735,064510,에코마이스터,"17,600","-300","-1.7","7,606,378","134,203,338,850","16,950","19,200","16,550","221,608,833,600","0.01","12,591,411",,,
736,086040,바이오톡스텍,"15,150","-100","-0.7","304,260","4,590,484,050","15,500","15,600","14,800","220,654,038,450","0.01","14,564,623",,,
737,007110,일신석재,"2,845","90","3.3","3,070,626","8,769,714,725","2,800","2,930","2,775","220,364,055,450","0.01","77,456,610",,,
738,217270,넵튠,"11,500","0","0.0","96,200","1,095,944,900","11,650","11,750","11,150","220,270,586,000","0.01","19,153,964",,,
739,036190,금화피에스시,"36,700","0","0.0","1,922","70,117,600","36,700","36,700","36,350","220,200,000,000","0.01","6,000,000",,,
740,900140,엘브이엠씨홀딩스,"4,600","20","0.4","144,851","662,444,860","4,520","4,640","4,520","220,199,736,800","0.01","47,869,508",,,
741,024810,이화전기,"441","-3","-0.7","25,177,896","11,195,423,272","447","457","438","219,678,355,260","0.01","498,136,860",,,
742,263700,케어랩스,"36,700","500","1.4","30,852","1,122,090,250","36,200","37,100","35,550","219,371,681,000","0.01","5,977,430",,,
743,229640,LS전선아시아,"7,150","20","0.3","81,918","588,920,910","7,120","7,270","7,120","218,967,884,850","0.01","30,624,879",,,
744,046210,파나진,"6,840","90","1.3","83,583","573,885,350","6,710","6,990","6,710","218,963,174,400","0.01","32,012,160",,,
745,032560,황금에스티,"15,600","-500","-3.1","911,776","14,308,608,900","15,750","16,200","15,250","218,400,000,000","0.01","14,000,000",,,
746,003570,S&T중공업,"6,720","-80","-1.2","19,431","132,261,940","6,800","6,840","6,690","218,221,510,080","0.01","32,473,439",,,
747,067170,오텍,"14,150","300","2.2","428,260","6,059,436,650","13,850","14,600","13,650","217,791,210,750","0.01","15,391,605",,,
748,000140,하이트진로홀딩스,"9,370","-60","-0.6","6,992","65,578,250","9,430","9,480","9,350","217,447,388,050","0.01","23,206,765",,,
749,000490,대동공업,"9,150","360","4.1","254,768","2,295,817,460","8,790","9,150","8,710","217,113,121,500","0.01","23,728,210",,,
750,042370,비츠로테크,"9,710","300","3.2","255,530","2,459,118,570","9,500","9,770","9,430","217,056,106,830","0.01","22,353,873",,,
751,037950,엘컴텍,"2,570","20","0.8","1,078,840","2,747,604,070","2,540","2,600","2,505","217,030,123,830","0.01","84,447,519",,,
752,103590,일진전기,"5,840","90","1.6","308,903","1,793,812,740","5,740","5,960","5,680","216,549,477,600","0.01","37,080,390",,,
753,004440,대림씨엔에스,"17,000","400","2.4","239,260","4,140,932,050","16,800","17,850","16,700","216,443,099,000","0.01","12,731,947",,,
754,030960,양지사,"13,500","800","6.3","376,154","4,969,542,850","13,000","13,600","12,600","215,730,000,000","0.01","15,980,000",,,
755,000180,성창기업지주,"3,090","120","4.0","618,715","1,874,917,440","2,990","3,115","2,925","215,532,444,000","0.01","69,751,600",,,
756,109610,에스와이패널,"8,940","10","0.1","527,908","4,802,052,710","9,020","9,410","8,860","215,454,000,000","0.01","24,100,000",,,
757,206650,유바이오로직스,"8,480","-100","-1.2","221,049","1,877,702,180","8,650","8,650","8,410","214,446,361,280","0.01","25,288,486",,,
758,043370,평화정공,"10,200","310","3.1","55,079","553,018,860","9,890","10,200","9,840","214,200,000,000","0.01","21,000,000",,,
759,002460,화성산업,"17,200","150","0.9","43,777","753,440,200","17,050","17,450","16,950","214,153,760,000","0.01","12,450,800",,,
760,121440,골프존뉴딘홀딩스,"4,985","-85","-1.7","151,687","757,126,390","5,030","5,080","4,940","213,541,537,730","0.01","42,836,818",,,
761,011160,두산건설,"3,345","15","0.4","500,212","1,653,205,805","3,385","3,385","3,235","213,470,882,190","0.01","63,817,902",,,
762,004560,현대비앤지스틸,"14,150","-450","-3.1","429,150","6,109,895,650","14,400","14,700","13,650","213,365,175,650","0.01","15,078,811",,,
763,143240,사람인에이치알,"18,300","0","0.0","51,127","938,097,350","18,700","18,700","18,050","212,907,012,900","0.01","11,634,263",,,
764,005990,매일홀딩스,"15,500","-400","-2.5","99,455","1,538,384,800","15,900","16,000","15,150","212,633,712,000","0.01","13,718,304",,,
765,025320,시노펙스,"3,230","-35","-1.1","434,337","1,411,517,705","3,330","3,330","3,200","211,620,795,020","0.01","65,517,274",,,
766,067280,멀티캠퍼스,"35,700","-450","-1.2","6,764","240,617,950","36,150","36,450","35,300","211,586,010,300","0.01","5,926,779",,,
767,204620,글로벌텍스프리,"10,950","450","4.3","924,371","10,053,545,100","10,650","11,100","10,300","211,152,978,150","0.01","19,283,377",,,
768,000390,삼화페인트,"7,980","270","3.5","87,250","688,258,510","7,760","7,980","7,750","210,981,232,980","0.01","26,438,751",,,
769,032820,우리기술,"2,465","-110","-4.3","6,666,442","16,491,066,030","2,585","2,665","2,400","210,510,980,280","0.01","85,399,992",,,
770,077970,STX엔진,"9,140","130","1.4","6,921","62,942,380","8,910","9,150","8,910","210,301,382,560","0.01","23,008,904",,,
771,031330,에스에이엠티,"2,100","-25","-1.2","392,230","822,870,875","2,120","2,120","2,085","209,989,640,700","0.01","99,995,067",,,
772,005389,현대차3우B,"84,700","1,300","1.6","2,214","187,100,200","83,300","85,200","83,300","209,911,925,300","0.01","2,478,299",,,
773,074430,아미노로직스,"2,390","50","2.1","172,497","407,590,440","2,375","2,400","2,310","209,906,157,160","0.01","87,826,844",,,
774,002100,경농,"9,670","260","2.8","1,119,624","11,062,021,880","9,750","10,350","9,500","209,759,222,500","0.01","21,691,750",,,
775,069460,대호에이엘,"7,710","400","5.5","23,544,235","184,615,456,470","7,170","8,550","7,030","209,209,608,690","0.01","27,134,839",,,
776,115160,휴맥스,"8,740","100","1.2","70,718","617,250,740","8,700","8,800","8,630","208,989,114,520","0.01","23,911,798",,,
777,222800,심텍,"9,170","-90","-1.0","126,583","1,160,349,460","9,160","9,320","9,100","208,644,634,030","0.01","22,752,959",,,
778,043580,에임하이,"3,190","0","0.0","0","0","0","0","0","208,187,767,370","0.01","65,262,623",,,
779,150840,인트로메딕,"13,600","1,800","15.2","739,391","9,607,539,100","11,850","13,650","11,850","208,151,481,600","0.01","15,305,256",,,
780,036530,S&T홀딩스,"12,750","-350","-2.7","11,900","152,293,250","13,100","13,100","12,700","207,874,546,500","0.01","16,303,886",,,
781,015890,태경산업,"7,100","200","2.9","220,292","1,512,407,990","6,900","7,100","6,660","207,524,125,000","0.01","29,228,750",,,
782,072870,메가스터디,"51,500","1,000","2.0","19,487","995,349,100","50,500","51,800","50,000","206,838,986,500","0.01","4,016,291",,,
783,006340,대원전선,"3,035","-30","-1.0","7,083,644","21,178,560,510","3,035","3,095","2,890","206,705,263,985","0.01","68,107,171",,,
784,203650,드림시큐리티,"5,770","-180","-3.0","1,194,537","7,145,297,220","6,100","6,170","5,750","206,599,200,580","0.01","35,805,754",,,
785,118990,모트렉스,"37,900","400","1.1","32,936","1,236,301,400","37,500","38,200","36,800","206,559,131,100","0.01","5,450,109",,,
786,214270,퓨쳐스트림네트웍스,"2,370","-65","-2.7","406,450","975,060,755","2,405","2,500","2,230","206,003,511,810","0.01","86,921,313",,,
787,200880,서연이화,"7,590","30","0.4","73,223","549,473,010","7,540","7,590","7,450","205,145,836,830","0.01","27,028,437",,,
788,006910,보성파워텍,"4,470","-5","-0.1","2,303,811","10,312,235,805","4,495","4,680","4,320","204,970,593,930","0.01","45,854,719",,,
789,168490,한국패러랠,"2,560","0","0.0","1,981","5,090,780","2,610","2,610","2,560","204,851,200,000","0.01","80,020,000",,,
790,000860,강남제비스코,"31,500","-450","-1.4","24,002","760,070,850","32,000","32,050","31,450","204,750,000,000","0.01","6,500,000",,,
791,053980,오상자이엘,"11,500","300","2.7","43,990","497,365,050","11,200","11,550","10,800","204,100,643,000","0.01","17,747,882",,,
792,089470,HDC현대EP,"6,390","-80","-1.2","42,815","275,988,120","6,470","6,640","6,380","203,841,000,000","0.01","31,900,000",,,
793,206560,덱스터,"8,880","290","3.4","190,468","1,663,567,490","8,590","8,950","8,450","203,023,617,600","0.01","22,863,020",,,
794,089980,상아프론테크,"14,200","100","0.7","33,695","477,260,750","14,100","14,300","14,050","202,542,211,200","0.01","14,263,536",,,
795,138690,엘아이에스,"13,950","0","0.0","44,480","622,218,200","14,400","14,400","13,900","202,428,980,100","0.01","14,511,038",,,
796,078150,HB테크놀러지,"2,560","-35","-1.4","700,348","1,803,643,710","2,610","2,620","2,545","202,215,490,560","0.01","78,990,426",,,
797,025750,한솔홈데코,"2,505","100","4.2","25,459,731","63,613,952,540","2,390","2,650","2,350","201,815,698,245","0.01","80,565,149",,,
798,036030,KTH,"5,650","50","0.9","8,482","47,623,120","5,600","5,670","5,590","201,789,874,300","0.01","35,715,022",,,
799,255220,SG,"16,100","3,700","29.8","1,540,965","24,742,740,800","16,100","16,100","15,400","201,346,986,400","0.01","12,506,024",,,
800,003350,한국화장품제조,"44,300","1,950","4.6","38,543","1,679,129,050","43,000","44,350","42,350","200,767,600,000","0.01","4,532,000",,,
801,005090,삼광글라스,"41,250","0","0.0","15,354","632,814,150","41,500","41,650","40,950","200,244,742,500","0.01","4,854,418",,,
802,053610,프로텍,"21,150","1,750","9.0","125,333","2,551,415,150","19,200","21,200","19,200","200,083,293,450","0.01","9,460,203",,,
803,037460,삼지전자,"12,200","-250","-2.0","186,679","2,295,810,350","12,600","12,600","12,150","199,085,968,400","0.01","16,318,522",,,
804,038060,루멘스,"4,210","-30","-0.7","648,126","2,713,155,845","4,195","4,250","4,110","199,035,260,640","0.01","47,276,784",,,
805,060560,홈센타홀딩스,"2,360","410","21.0","29,477,194","69,549,924,130","2,080","2,490","1,985","198,273,946,240","0.01","84,014,384",,,
806,008250,이건산업,"21,100","700","3.4","2,846,112","60,160,084,750","19,850","22,200","19,600","197,781,377,500","0.01","9,373,525",,,
807,018290,지엠피,"8,340","-90","-1.1","431,095","3,624,363,950","8,520","8,790","8,240","196,995,987,480","0.01","23,620,622",,,
808,017040,광명전기,"4,540","-30","-0.7","2,600,799","11,906,956,020","4,530","4,730","4,460","196,752,772,100","0.01","43,337,615",,,
809,000320,노루홀딩스,"14,800","-150","-1.0","12,220","180,627,850","14,900","15,100","14,650","196,709,034,800","0.01","13,291,151",,,
810,065530,전파기지국,"3,720","-410","-9.9","2,677,592","10,476,804,710","4,130","4,260","3,650","196,639,200,000","0.01","52,860,000",,,
811,196450,텔루스,"2,280","95","4.4","3,470,241","7,961,279,405","2,185","2,385","2,185","196,386,115,080","0.01","86,134,261",,,
812,005160,동국산업,"3,620","0","0.0","71,406","257,542,005","3,640","3,660","3,575","196,365,024,840","0.01","54,244,482",,,
813,065650,메디프론,"6,660","-110","-1.6","510,737","3,429,095,660","6,830","6,840","6,630","196,064,492,580","0.01","29,439,113",,,
814,052400,코나아이,"12,600","200","1.6","695,899","8,823,192,000","12,900","13,150","12,250","196,044,886,800","0.01","15,559,118",,,
815,007810,코리아써키트,"8,290","160","2.0","64,736","530,340,960","8,150","8,290","8,130","195,816,025,790","0.01","23,620,751",,,
816,092220,KEC,"1,735","400","30.0","81,222,016","132,557,120,990","1,345","1,735","1,340","195,103,562,435","0.01","112,451,621",,,
817,241690,유니테크노,"16,350","850","5.5","24,380","393,716,000","15,600","16,800","15,400","195,014,952,000","0.01","11,927,520",,,
818,178320,서진시스템,"30,500","-350","-1.1","31,779","973,112,000","30,850","31,200","30,300","194,856,478,500","0.01","6,388,737",,,
819,090350,노루페인트,"9,710","20","0.2","116,696","1,128,735,920","9,560","9,860","9,560","194,200,000,000","0.01","20,000,000",,,
820,112240,에스에프씨,"5,130","-680","-11.7","2,397,128","13,068,149,630","5,870","5,900","5,080","193,941,466,020","0.01","37,805,354",,,
821,258830,세종메디칼,"28,600","-5,100","-15.1","591,364","17,738,065,750","33,000","33,000","28,550","193,843,392,600","0.01","6,777,741",,,
822,065170,넥스트BT,"3,145","100","3.3","1,548,421","4,775,500,785","3,070","3,165","2,980","193,691,309,990","0.01","61,587,062",,,
823,053950,경남제약,"17,200","0","0.0","0","0","0","0","0","193,472,067,200","0.01","11,248,376",,,
824,131390,피앤이솔루션,"13,500","-200","-1.5","169,075","2,306,509,100","13,650","13,900","13,400","192,780,000,000","0.01","14,280,000",,,
825,100700,세운메디칼,"4,380","150","3.6","200,384","864,657,250","4,270","4,400","4,205","191,844,000,000","0.01","43,800,000",,,
826,251630,브이원텍,"26,000","-300","-1.1","18,139","472,750,850","26,300","26,750","25,900","191,518,340,000","0.01","7,366,090",,,
827,002900,동양물산,"2,925","45","1.6","2,880,715","8,499,268,790","2,935","3,020","2,885","191,262,532,500","0.01","65,388,900",,,
828,016610,DB금융투자,"4,505","-40","-0.9","79,236","356,675,215","4,630","4,630","4,470","191,220,982,445","0.01","42,446,389",,,
829,002840,미원상사,"240,500","500","0.2","13","3,128,000","241,500","241,500","240,000","190,701,589,000","0.01","792,938",,,
